timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu
2026/04/29 19:38:48.863, NVIDIA A100 80GB PCIe, 99 %, 83 %, 76935 MiB, 81920 MiB, 301.87 W, 59
2026/04/29 19:38:49.863, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 307.35 W, 59
2026/04/29 19:38:50.863, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 291.79 W, 59
2026/04/29 19:38:51.864, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 287.85 W, 59
2026/04/29 19:38:52.864, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 291.22 W, 59
2026/04/29 19:38:53.864, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 318.19 W, 59
2026/04/29 19:38:54.864, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 307.72 W, 59
2026/04/29 19:38:55.865, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 295.42 W, 59
2026/04/29 19:38:56.865, NVIDIA A100 80GB PCIe, 99 %, 83 %, 76935 MiB, 81920 MiB, 290.53 W, 59
2026/04/29 19:38:57.865, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 307.13 W, 59
2026/04/29 19:38:58.865, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 303.12 W, 60
2026/04/29 19:38:59.866, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 299.00 W, 60
2026/04/29 19:39:00.866, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 304.18 W, 59
2026/04/29 19:39:01.866, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 297.57 W, 59
2026/04/29 19:39:02.866, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 294.02 W, 60
2026/04/29 19:39:03.867, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 319.62 W, 60
2026/04/29 19:39:04.867, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 314.05 W, 60
2026/04/29 19:39:05.867, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 311.43 W, 60
2026/04/29 19:39:06.867, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 308.90 W, 60
2026/04/29 19:39:07.868, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 296.50 W, 60
2026/04/29 19:39:08.868, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 305.50 W, 60
2026/04/29 19:39:09.868, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 300.92 W, 60
2026/04/29 19:39:10.868, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 304.85 W, 60
2026/04/29 19:39:11.869, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 294.30 W, 60
2026/04/29 19:39:12.869, NVIDIA A100 80GB PCIe, 99 %, 83 %, 76935 MiB, 81920 MiB, 310.71 W, 60
2026/04/29 19:39:13.869, NVIDIA A100 80GB PCIe, 99 %, 85 %, 76935 MiB, 81920 MiB, 318.28 W, 60
2026/04/29 19:39:14.869, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 315.13 W, 61
2026/04/29 19:39:15.870, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 288.73 W, 61
2026/04/29 19:39:16.870, NVIDIA A100 80GB PCIe, 99 %, 83 %, 76935 MiB, 81920 MiB, 306.68 W, 61
2026/04/29 19:39:17.870, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 307.71 W, 61
2026/04/29 19:39:18.870, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 306.88 W, 61
2026/04/29 19:39:19.870, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 307.07 W, 62
2026/04/29 19:39:20.871, NVIDIA A100 80GB PCIe, 99 %, 83 %, 76935 MiB, 81920 MiB, 286.73 W, 61
2026/04/29 19:39:21.871, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 282.92 W, 61
2026/04/29 19:39:22.871, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 289.98 W, 62
2026/04/29 19:39:23.871, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 283.44 W, 62
2026/04/29 19:39:24.872, NVIDIA A100 80GB PCIe, 99 %, 83 %, 76935 MiB, 81920 MiB, 311.11 W, 62
2026/04/29 19:39:25.872, NVIDIA A100 80GB PCIe, 99 %, 85 %, 76935 MiB, 81920 MiB, 305.44 W, 62
2026/04/29 19:39:26.872, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 301.20 W, 62
2026/04/29 19:39:27.872, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 296.14 W, 62
2026/04/29 19:39:28.873, NVIDIA A100 80GB PCIe, 99 %, 83 %, 76935 MiB, 81920 MiB, 303.33 W, 63
2026/04/29 19:39:29.873, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 293.32 W, 63
2026/04/29 19:39:30.873, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 286.78 W, 63
2026/04/29 19:39:31.873, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 288.89 W, 63
2026/04/29 19:39:32.873, NVIDIA A100 80GB PCIe, 99 %, 83 %, 76935 MiB, 81920 MiB, 314.54 W, 63
2026/04/29 19:39:33.874, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 303.49 W, 63
2026/04/29 19:39:34.874, NVIDIA A100 80GB PCIe, 99 %, 84 %, 76935 MiB, 81920 MiB, 298.13 W, 63
2026/04/29 19:39:35.874, NVIDIA A100 80GB PCIe, 99 %, 85 %, 76935 MiB, 81920 MiB, 304.96 W, 63
2026/04/29 19:39:36.874, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 298.92 W, 62
2026/04/29 19:39:37.875, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 301.71 W, 62
2026/04/29 19:39:38.875, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 300.92 W, 62
2026/04/29 19:39:39.875, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 279.78 W, 62
2026/04/29 19:39:40.875, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 299.09 W, 62
2026/04/29 19:39:41.875, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 287.78 W, 62
2026/04/29 19:39:42.876, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 298.71 W, 62
2026/04/29 19:39:43.876, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 282.49 W, 62
2026/04/29 19:39:44.876, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 284.60 W, 62
2026/04/29 19:39:45.876, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 287.10 W, 62
2026/04/29 19:39:46.876, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 285.67 W, 62
2026/04/29 19:39:47.877, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 290.19 W, 61
2026/04/29 19:39:48.877, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 289.89 W, 62
2026/04/29 19:39:49.877, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 290.67 W, 61
2026/04/29 19:39:50.877, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 293.54 W, 61
2026/04/29 19:39:51.878, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 296.89 W, 61
2026/04/29 19:39:52.878, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 297.77 W, 61
2026/04/29 19:39:53.878, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 295.19 W, 61
2026/04/29 19:39:54.878, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 296.89 W, 61
2026/04/29 19:39:55.878, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 298.44 W, 61
2026/04/29 19:39:56.878, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 300.62 W, 61
2026/04/29 19:39:57.879, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 298.63 W, 61
2026/04/29 19:39:58.879, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 296.98 W, 61
2026/04/29 19:39:59.879, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 278.70 W, 61
2026/04/29 19:40:00.879, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 299.97 W, 61
2026/04/29 19:40:01.880, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 272.26 W, 61
2026/04/29 19:40:02.880, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 303.13 W, 61
2026/04/29 19:40:03.880, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 281.53 W, 61
2026/04/29 19:40:04.880, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 292.57 W, 61
2026/04/29 19:40:05.881, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 286.52 W, 61
2026/04/29 19:40:06.881, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 286.42 W, 61
2026/04/29 19:40:07.881, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 289.89 W, 61
2026/04/29 19:40:08.881, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 288.26 W, 61
2026/04/29 19:40:09.881, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 287.56 W, 61
2026/04/29 19:40:10.881, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 287.37 W, 61
2026/04/29 19:40:11.882, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 294.86 W, 61
2026/04/29 19:40:12.882, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 291.53 W, 61
2026/04/29 19:40:13.882, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 295.46 W, 61
2026/04/29 19:40:14.882, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 294.40 W, 61
2026/04/29 19:40:15.883, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 298.05 W, 61
2026/04/29 19:40:16.883, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 299.61 W, 61
2026/04/29 19:40:17.883, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 299.20 W, 61
2026/04/29 19:40:18.883, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 295.46 W, 61
2026/04/29 19:40:19.883, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 280.81 W, 61
2026/04/29 19:40:20.884, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 299.10 W, 61
2026/04/29 19:40:21.884, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 278.69 W, 61
2026/04/29 19:40:22.884, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 297.10 W, 61
2026/04/29 19:40:23.884, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 279.95 W, 61
2026/04/29 19:40:24.884, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 287.27 W, 61
2026/04/29 19:40:25.885, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 288.72 W, 61
2026/04/29 19:40:26.885, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 287.51 W, 61
2026/04/29 19:40:27.885, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 289.68 W, 61
2026/04/29 19:40:28.885, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 290.47 W, 61
2026/04/29 19:40:29.886, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 287.48 W, 61
2026/04/29 19:40:30.886, NVIDIA A100 80GB PCIe, 99 %, 81 %, 76935 MiB, 81920 MiB, 294.88 W, 61
2026/04/29 19:40:31.886, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 295.56 W, 61
2026/04/29 19:40:32.886, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 297.95 W, 61
2026/04/29 19:40:33.886, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 299.32 W, 61
2026/04/29 19:40:34.887, NVIDIA A100 80GB PCIe, 99 %, 80 %, 76935 MiB, 81920 MiB, 295.58 W, 61
2026/04/29 19:40:35.887, NVIDIA A100 80GB PCIe, 99 %, 79 %, 76935 MiB, 81920 MiB, 287.57 W, 61
2026/04/29 19:40:36.887, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 292.40 W, 61
2026/04/29 19:40:37.887, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 289.89 W, 61
2026/04/29 19:40:38.887, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 285.94 W, 61
2026/04/29 19:40:39.888, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 278.06 W, 61
2026/04/29 19:40:40.888, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 291.82 W, 61
2026/04/29 19:40:41.888, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 293.06 W, 61
2026/04/29 19:40:42.888, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 272.42 W, 61
2026/04/29 19:40:43.888, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 293.43 W, 61
2026/04/29 19:40:44.889, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 291.99 W, 61
2026/04/29 19:40:45.889, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 293.65 W, 61
2026/04/29 19:40:46.889, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 292.10 W, 61
2026/04/29 19:40:47.889, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 296.61 W, 61
2026/04/29 19:40:48.889, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 291.72 W, 61
2026/04/29 19:40:49.890, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 289.90 W, 61
2026/04/29 19:40:50.891, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 292.09 W, 61
2026/04/29 19:40:51.891, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 289.77 W, 61
2026/04/29 19:40:52.891, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 293.46 W, 61
2026/04/29 19:40:53.891, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 289.49 W, 61
2026/04/29 19:40:54.891, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 291.80 W, 61
2026/04/29 19:40:55.892, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 278.03 W, 61
2026/04/29 19:40:56.892, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 277.26 W, 61
2026/04/29 19:40:57.892, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 280.25 W, 61
2026/04/29 19:40:58.892, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 285.44 W, 61
2026/04/29 19:40:59.893, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 291.79 W, 61
2026/04/29 19:41:00.893, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 288.16 W, 61
2026/04/29 19:41:01.893, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 291.72 W, 61
2026/04/29 19:41:02.893, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 291.52 W, 61
2026/04/29 19:41:03.894, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 291.14 W, 61
2026/04/29 19:41:04.894, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 289.42 W, 61
2026/04/29 19:41:05.894, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 290.75 W, 61
2026/04/29 19:41:06.894, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 292.76 W, 61
2026/04/29 19:41:07.895, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 292.10 W, 61
2026/04/29 19:41:08.895, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 294.51 W, 61
2026/04/29 19:41:09.895, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 290.07 W, 61
2026/04/29 19:41:10.895, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 294.88 W, 61
2026/04/29 19:41:11.895, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 291.91 W, 61
2026/04/29 19:41:12.896, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 289.67 W, 61
2026/04/29 19:41:13.896, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 294.12 W, 61
2026/04/29 19:41:14.896, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 294.88 W, 61
2026/04/29 19:41:15.896, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 278.41 W, 61
2026/04/29 19:41:16.897, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 277.55 W, 61
2026/04/29 19:41:17.897, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 290.94 W, 61
2026/04/29 19:41:18.897, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 285.75 W, 61
2026/04/29 19:41:19.898, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 285.83 W, 61
2026/04/29 19:41:20.898, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 296.14 W, 61
2026/04/29 19:41:21.898, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 291.15 W, 61
2026/04/29 19:41:22.898, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 292.01 W, 61
2026/04/29 19:41:23.899, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 291.23 W, 61
2026/04/29 19:41:24.899, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 292.87 W, 61
2026/04/29 19:41:25.899, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 292.48 W, 61
2026/04/29 19:41:26.899, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 292.66 W, 61
2026/04/29 19:41:27.900, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 289.89 W, 61
2026/04/29 19:41:28.900, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 292.57 W, 61
2026/04/29 19:41:29.900, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 290.16 W, 61
2026/04/29 19:41:30.900, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 294.48 W, 61
2026/04/29 19:41:31.900, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 292.67 W, 61
2026/04/29 19:41:32.901, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 290.95 W, 61
2026/04/29 19:41:33.901, NVIDIA A100 80GB PCIe, 99 %, 77 %, 76935 MiB, 81920 MiB, 295.54 W, 61
2026/04/29 19:41:34.901, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 284.20 W, 61
2026/04/29 19:41:35.901, NVIDIA A100 80GB PCIe, 99 %, 78 %, 76935 MiB, 81920 MiB, 291.92 W, 61
2026/04/29 19:41:36.902, NVIDIA A100 80GB PCIe, 99 %, 87 %, 76935 MiB, 81920 MiB, 267.32 W, 61
2026/04/29 19:41:37.902, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 289.70 W, 62
2026/04/29 19:41:38.902, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 301.22 W, 61
2026/04/29 19:41:39.902, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 292.46 W, 61
2026/04/29 19:41:40.903, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 294.42 W, 62
2026/04/29 19:41:41.903, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 296.05 W, 62
2026/04/29 19:41:42.903, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 296.43 W, 62
2026/04/29 19:41:43.903, NVIDIA A100 80GB PCIe, 98 %, 76 %, 76935 MiB, 81920 MiB, 292.60 W, 61
2026/04/29 19:41:44.903, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 279.41 W, 62
2026/04/29 19:41:45.904, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 292.94 W, 62
2026/04/29 19:41:46.904, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 289.29 W, 62
2026/04/29 19:41:47.904, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 296.03 W, 62
2026/04/29 19:41:48.904, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 298.04 W, 62
2026/04/29 19:41:49.905, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 293.63 W, 62
2026/04/29 19:41:50.905, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 299.49 W, 62
2026/04/29 19:41:51.906, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 301.23 W, 62
2026/04/29 19:41:52.906, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 298.08 W, 62
2026/04/29 19:41:53.906, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 300.68 W, 62
2026/04/29 19:41:54.906, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 294.88 W, 62
2026/04/29 19:41:55.907, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 285.16 W, 62
2026/04/29 19:41:56.907, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 292.18 W, 62
2026/04/29 19:41:57.907, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 293.55 W, 62
2026/04/29 19:41:58.907, NVIDIA A100 80GB PCIe, 98 %, 76 %, 76935 MiB, 81920 MiB, 293.06 W, 62
2026/04/29 19:41:59.908, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 296.52 W, 62
2026/04/29 19:42:00.908, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 297.88 W, 62
2026/04/29 19:42:01.908, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 296.62 W, 62
2026/04/29 19:42:02.908, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 299.49 W, 62
2026/04/29 19:42:03.909, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 292.88 W, 62
2026/04/29 19:42:04.909, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 292.98 W, 62
2026/04/29 19:42:05.909, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 277.55 W, 62
2026/04/29 19:42:06.909, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 291.34 W, 62
2026/04/29 19:42:07.910, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 294.79 W, 62
2026/04/29 19:42:08.910, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 299.21 W, 62
2026/04/29 19:42:09.910, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 297.09 W, 62
2026/04/29 19:42:10.910, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 298.55 W, 62
2026/04/29 19:42:11.910, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 299.80 W, 62
2026/04/29 19:42:12.911, NVIDIA A100 80GB PCIe, 99 %, 76 %, 76935 MiB, 81920 MiB, 302.65 W, 62
